Prediction,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,Orbital Period,koi_period_err1,koi_time0bk,koi_time0bk_err1,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_depth,koi_depth_err1,Planet Radius,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,Stellar Radius,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,tda_entropy_dim0,tda_entropy_dim1,tda_total_dim0,tda_total_dim1
0,0,0,0,0,25.1123362,0.0003866,146.3464,0.012,0.007,0.434,-0.007,7.922,0.455,398.8,36.5,2.22,0.73,-0.31,691.0,53.73,52.23,-19.86,11.8,6133.0,171.0,-236.0,4.367,0.105,-0.21,1.112,0.366,-0.157,285.36517,49.201561,15.527,4.824397272682944,2.8929080389319126,24.314980924129486,0.5532236099243164
0,0,0,0,0,2.121023807,9.045e-06,170.85004,0.00279,1.0045,0.6,-0.0753,0.3673,0.0872,263.9,50.9,5.75,2.96,-0.71,1573.0,1446.5,2239.56,-482.39,6.4,6133.0,160.0,-215.0,4.367,0.09,-0.306,1.112,0.574,-0.137,285.36517,49.201561,15.527,4.83431603637787,3.7921871329692145,23.928621530532837,1.4251534938812256
0,0,0,0,0,33.18089453,,136.482018,,,,,15.24,,,,,,,,,,,,,,,,,,,,,291.80984,45.435478,13.226,4.818593713787789,3.0121166294897965,41.151201009750366,1.9698853492736816
0,0,0,0,0,3.55557922,2.357e-05,132.75203,0.00535,0.269,0.187,-0.269,3.24,0.159,60.4,4.5,0.84,0.23,-0.15,1270.0,615.03,488.45,-247.94,15.5,5839.0,147.0,-161.0,4.337,0.153,-0.187,1.082,0.297,-0.198,294.99585,45.119579,13.845,4.8249497207304,3.15649482146476,25.512798368930817,1.0973320007324219
1,0,0,0,0,31.2012202,0.0003489,140.07042,0.00845,0.714,0.035,-0.521,4.077,0.216,360.1,28.6,1.47,0.04,-0.08,406.0,6.44,0.82,-1.06,13.7,4513.0,71.0,-80.0,4.574,0.048,-0.012,0.722,0.021,-0.038,291.34259,38.363129,15.07,4.806255849373641,2.9908815298169236,19.94803862273693,1.099022924900055
1,0,0,0,0,22.5968256,0.0002242,140.42654,0.00809,0.062,0.38,-0.062,6.179,0.182,142.9,7.1,1.3,0.21,-0.2,670.0,47.7,21.7,-16.36,22.2,5610.0,112.0,-101.0,4.301,0.168,-0.112,1.104,0.176,-0.176,286.02612,44.782871,13.584,4.777282671887612,2.7680803687951765,20.341141909360886,0.5586888194084167
1,0,0,0,0,45.3486381,0.0004007,142.25049,0.00773,0.847,0.049,-0.573,4.858,0.205,162.9,11.0,1.61,0.26,-0.26,531.0,18.84,8.56,-6.46,15.9,5610.0,112.0,-101.0,4.301,0.168,-0.112,1.104,0.176,-0.176,286.02612,44.782871,13.584,4.762208873583622,2.090750812830724,18.769230112433434,0.4401002526283264
1,0,0,0,0,5.25419589,1.901e-05,133.72952,0.00335,0.007,0.417,-0.007,2.9878,0.0812,461.8,20.8,2.12,0.69,-0.22,1093.0,338.15,328.83,-107.3,26.1,6123.0,190.0,-232.0,4.472,0.054,-0.216,0.987,0.317,-0.106,292.31512,40.838821,15.659,4.838532308060346,3.460675409119786,22.218987703323364,0.9427544474601746
1,0,0,0,0,5.90608902,3.734e-05,131.56096,0.00487,0.025,0.442,-0.025,2.409,0.17,340.7,29.4,1.77,0.55,-0.19,1012.0,247.83,233.88,-75.1,9.3,5966.0,186.0,-207.0,4.493,0.04,-0.216,0.961,0.299,-0.1,288.20764,45.683479,15.466,4.846288391901785,3.775051488137016,21.83907064795494,1.003235101699829
1,0,0,0,0,13.81504449,2.515e-05,181.12621,0.00145,0.868,0.015,-0.639,2.3244,0.0921,1032.6,26.1,1.91,0.13,-0.19,391.0,5.52,1.28,-1.42,46.7,3732.0,75.0,-83.0,4.736,0.052,-0.024,0.509,0.034,-0.05,284.9986,50.14679,14.216,4.786696049941235,3.0974267880228097,20.104035899043083,0.9361869096755981
1,0,0,0,0,12.4128518,9.937e-05,140.35679,0.00702,0.711,0.251,-0.505,4.298,0.174,108.1,6.5,1.5,0.24,-0.27,933.0,179.24,81.22,-67.14,19.4,5945.0,118.0,-118.0,4.196,0.168,-0.112,1.346,0.214,-0.238,291.4743,44.68351,13.539,4.723454354458599,1.843182772365841,16.969201624393463,0.38394975662231445
1,0,0,0,0,3.92453009,1.673e-05,132.40179,0.00398,0.112,0.334,-0.112,3.691,0.107,463.5,20.8,1.82,0.45,-0.16,1074.0,314.25,237.87,-87.57,25.3,5776.0,181.0,-201.0,4.554,0.042,-0.168,0.849,0.209,-0.075,292.6904,37.93457,15.708,4.8392984972669115,3.5730815667025446,20.76345083117485,0.9735628366470337
1,0,0,0,0,11.60653061,6.084e-05,134.41637,0.00387,0.024,0.436,-0.024,2.194,0.119,771.7,50.4,1.88,0.07,-0.11,584.0,27.47,4.07,-4.81,17.8,4703.0,74.0,-84.0,4.582,0.049,-0.017,0.701,0.027,-0.041,292.90161,38.297081,15.701,4.781156507573794,2.8457124937351477,19.95485730469227,0.8438152074813843
1,0,0,0,0,2.66831274,1.026e-05,131.68823,0.00287,0.333,0.122,-0.333,2.4141,0.0924,266.2,13.4,1.48,0.37,-0.13,1252.0,581.38,440.61,-156.5,23.3,5806.0,157.0,-192.0,4.528,0.042,-0.168,0.899,0.231,-0.077,296.07568,45.62706,15.553,4.841625160589861,3.547722898825297,22.050203561782837,0.9545959830284119
2,0,0,1,0,2.9322509,3.967e-05,133.7648,0.01,0.457,0.016,-0.457,2.931,0.355,181.2,16.8,1.33,0.39,-0.13,1312.0,700.81,626.94,-212.84,13.1,6106.0,189.0,-232.0,4.487,0.048,-0.192,0.966,0.285,-0.095,295.85266,47.503578,15.662,4.825929354961271,2.702568048480181,27.724015414714813,0.3306942582130432
1,0,0,0,0,23.4772553,0.0002525,145.3641,0.01,0.013,0.445,-0.013,6.735,0.31,141.4,8.7,1.34,0.42,-0.18,738.0,70.05,62.76,-24.08,17.6,6384.0,151.0,-207.0,4.361,0.087,-0.203,1.121,0.352,-0.151,288.09564,40.365971,13.973,4.829446530763559,3.4581633752954,25.49722331762314,0.9612830281257629
1,0,0,0,0,66.5576728,0.0008992,181.3241,0.0106,0.254,0.196,-0.253,10.532,0.271,214.2,10.5,4.96,0.91,-1.69,757.0,77.68,38.53,-45.54,21.3,5734.0,95.0,-69.0,3.591,0.292,-0.097,3.405,0.625,-1.161,293.57394,45.384541,14.074,4.827827766010989,3.4432359936851036,38.49697458744049,1.6515614986419678
2,0,0,1,0,2.01948607,1.644e-05,132.9238,0.0073,0.977,0.425,-0.01,5.248,0.297,275.4,12.2,2.15,0.64,-0.26,1430.0,988.37,897.23,-323.75,27.9,5884.0,184.0,-205.0,4.481,0.065,-0.195,0.944,0.282,-0.113,295.5582,50.828388,15.415,4.8314149550104695,3.009042890948488,27.492526412010193,0.3907734751701355
2,0,0,1,1,3.04468229,4.333e-05,132.464,0.0136,0.623,0.335,-0.407,5.951,0.3,71.4,3.8,0.86,0.3,-0.17,1244.0,566.03,569.04,-245.26,22.2,5575.0,150.0,-167.0,4.363,0.198,-0.264,0.98,0.336,-0.196,293.67426,45.517239,14.028,4.824892238505006,3.5107086493502115,31.942522048950195,1.1033844947814941
2,0,0,1,0,15.05028313,7.567e-05,141.53522,0.00462,0.3125,0.1983,-0.3023,1.848,0.131,615.2,54.7,2.46,1.11,-0.2,735.0,69.16,92.7,-18.57,13.4,5887.0,160.0,-205.0,4.49,0.037,-0.312,0.989,0.445,-0.081,291.13638,50.575939,15.612,4.800235449212183,2.8456968932626587,32.62407577037811,0.6002210378646851
1,0,0,0,0,2.455240626,1.11e-07,170.821762,3.56e-05,0.144,0.152,-0.084,1.72722,0.00373,36912.0,33.7,10.6,0.43,-0.71,730.0,67.3,11.58,-13.73,1341.6,3793.0,76.0,-84.0,4.697,0.032,-0.02,0.568,0.023,-0.038,292.87289,41.06427,15.979,4.673394587484373,2.0174660722288054,20.854944989085197,0.34677839279174805
1,0,0,0,0,9.08233411,4.318e-05,139.65489,0.00446,0.262,0.192,-0.262,2.008,0.114,296.9,21.8,1.35,0.24,-0.13,734.0,68.75,40.39,-18.3,15.8,5354.0,175.0,-159.0,4.587,0.032,-0.12,0.788,0.143,-0.071,286.60416,42.440319,15.4,4.844763493357529,3.297602873335038,21.808015406131744,0.8603542447090149
2,0,0,1,0,0.790539912,1.233e-06,131.87702,0.00132,0.008,0.442,-0.008,1.0567,0.0519,277.3,11.7,1.24,0.07,-0.12,1502.0,1200.65,288.54,-332.39,31.5,4791.0,129.0,-143.0,4.541,0.07,-0.03,0.767,0.043,-0.074,282.40594,46.90448,14.864,4.831202200932453,2.4885424355220596,34.12349307537079,1.0510666370391846
2,0,0,1,1,1.705782214,7.56e-06,133.15607,0.00339,0.709,0.034,-0.513,1.007,0.137,278.0,31.6,1.82,0.51,-0.32,1455.0,1060.41,928.69,-411.83,11.5,5387.0,180.0,-147.0,4.38,0.153,-0.187,1.009,0.285,-0.175,295.06241,49.049278,15.272,4.827455185728468,3.150303840302727,28.064505606889725,0.7439967393875122
2,1,0,1,0,0.532086296,6.78e-07,131.9134,0.00115,1.199,0.102,-0.136,4.023,0.115,495.8,7.7,16.99,2.48,-1.25,1790.0,2417.28,1156.3,-555.26,85.2,5271.0,158.0,-142.0,4.636,0.03,-0.09,0.698,0.102,-0.051,292.48703,41.311119,15.397,4.84155467917149,3.4794257572712044,30.03493058681488,1.8286329507827759
1,0,0,0,0,47.7052566,0.0004697,146.3164,0.01,0.918,0.025,-0.627,5.959,0.251,1161.5,58.9,2.89,0.12,-0.14,347.0,3.42,0.58,-0.57,22.8,4551.0,90.0,-90.0,4.609,0.036,-0.018,0.672,0.027,-0.033,294.00543,46.310692,16.22,4.754842327448933,2.486176313661123,21.374594435095787,0.45393842458724976
1,0,0,0,0,6.238535444,2.325e-06,171.706325,0.000295,0.008,0.266,-0.008,3.5255,0.0105,401.6,1.7,2.53,0.14,-0.12,1185.0,465.61,82.26,-62.53,274.5,6267.0,81.0,-75.0,4.28,0.033,-0.03,1.258,0.072,-0.059,286.6384,39.487881,10.734,4.78308911631545,2.8566349636185797,25.082765758037567,0.7539532780647278
1,0,0,0,0,86.829519,0.00129,189.26162,0.00969,0.953,0.018,-0.669,7.464,0.371,751.0,57.2,1.68,0.12,-0.21,196.0,0.35,0.08,-0.11,15.1,3576.0,71.0,-85.0,4.791,0.055,-0.035,0.463,0.034,-0.058,297.48669,46.996712,15.474,4.740730081171883,3.149424901345432,22.26964144408703,0.6312474608421326
1,0,0,0,0,9.95667035,5.854e-05,136.5827,0.0063,0.949,0.011,-0.691,3.534,0.11,586.8,39.6,3.41,1.12,-0.48,946.0,189.48,186.55,-67.05,16.8,6165.0,184.0,-202.0,4.365,0.105,-0.21,1.115,0.366,-0.157,283.2645,41.711449,15.309,4.839528785801032,3.641538652982186,24.46397763490677,0.8995270729064941
1,0,0,0,0,10.41728722,6.695e-05,137.45784,0.00485,0.12,0.32,-0.12,4.125,0.153,210.4,11.4,1.64,0.24,-0.26,870.0,135.34,52.68,-44.87,20.3,5557.0,83.0,-75.0,4.288,0.162,-0.108,1.151,0.166,-0.184,288.58835,42.605659,14.746,4.778789910589346,2.325861687380281,20.071646079421043,0.3217512369155884
1,0,0,0,0,0.984941669,3.073e-06,133.31801,0.0026,0.045,0.425,-0.045,1.9724,0.0763,81.4,4.1,1.49,0.23,-0.34,2335.0,7044.68,2815.5,-3063.53,22.9,5825.0,79.0,-79.0,4.046,0.196,-0.084,1.662,0.252,-0.378,285.40494,49.99474,13.835,4.8095520982253355,2.8887180855936117,28.916779190301895,0.9280734062194824
1,0,0,0,0,0.663085361,9.11e-07,131.97961,0.00111,0.841,0.05,-0.579,1.1522,0.0383,322.7,11.5,1.6,0.24,-0.12,1681.0,1894.94,982.81,-447.99,35.3,5172.0,170.0,-154.0,4.6,0.026,-0.097,0.767,0.119,-0.055,297.84149,46.967682,15.304,4.837587783380561,3.304665601080093,26.17061460018158,1.160787284374237
1,0,0,0,0,19.1187425,0.0001721,138.42824,0.00733,0.74,0.212,-0.532,6.805,0.217,217.5,12.1,2.33,0.37,-0.45,823.0,108.48,45.32,-41.75,20.5,5862.0,79.0,-79.0,4.148,0.176,-0.095,1.463,0.233,-0.284,295.59125,42.555241,14.838,4.817796650023455,2.750215192874254,20.050718039274216,0.3826475739479065
2,0,0,1,0,1.08749101,1.729e-06,131.77034,0.00137,0.979,0.067,-0.727,1.6192,0.0909,126.4,4.6,4.91,0.91,-1.97,3081.0,21388.7,13064.35,-14644.54,33.5,5988.0,208.0,-187.0,3.594,0.36,-0.12,3.204,0.594,-1.287,297.85938,40.326939,13.214,4.837032261304739,2.7587010415855318,40.84445869922638,0.6659384965896606
2,0,0,1,0,1.183818383,4.977e-06,131.88403,0.00324,0.17,0.288,-0.17,1.393,0.118,84.3,8.0,0.91,0.31,-0.1,1775.0,2337.65,2297.68,-734.59,12.7,6014.0,168.0,-210.0,4.459,0.054,-0.216,0.992,0.33,-0.11,297.04852,46.867981,14.675,4.839366416652017,2.8146753374549647,26.45064389705658,0.5289307236671448
2,0,0,1,1,4.98845099,4.722e-05,133.74684,0.00883,0.041,0.435,-0.041,7.453,0.327,193.9,9.7,1.33,0.36,-0.2,1055.0,292.71,241.93,-104.25,23.3,5695.0,169.0,-169.0,4.411,0.124,-0.186,0.961,0.264,-0.142,296.44901,46.623589,15.331,4.824788957547263,2.901575668565207,28.226178735494614,0.569249153137207
1,0,0,0,0,3.543919702,4.494e-06,136.26075,0.00107,0.022,0.267,-0.022,1.8717,0.0285,507.0,14.7,1.21,0.06,-0.1,652.0,42.68,8.79,-9.36,38.2,3879.0,77.0,-85.0,4.708,0.045,-0.021,0.537,0.03,-0.041,284.94098,46.56654,15.473,4.772849522144623,3.528978362098684,19.962334170937538,0.8524426817893982
0,0,0,0,0,8.28157072,7.341e-05,136.25775,0.00647,0.042,0.407,-0.042,3.1,0.216,139.2,12.6,1.37,0.21,-0.21,956.0,197.82,79.31,-63.19,12.9,5640.0,76.0,-76.0,4.288,0.143,-0.104,1.175,0.179,-0.179,296.603,44.14082,14.273,4.81806518548031,2.5930138871386594,19.655158132314682,0.5288345813751221
1,0,0,0,0,0.82628442,1.441e-06,132.26993,0.00148,0.28,0.186,-0.28,0.9603,0.0532,134.9,6.4,0.96,0.07,-0.05,1629.0,1654.69,370.53,-248.94,25.6,5218.0,73.0,-83.0,4.548,0.025,-0.07,0.829,0.063,-0.04,293.13705,42.350479,14.434,4.816833612827516,2.297694271735802,24.192781060934067,0.709161102771759
1,0,0,0,0,6.37705295,3.206e-05,136.91384,0.00453,0.234,0.243,-0.234,1.949,0.147,502.8,33.8,2.15,0.52,-0.21,935.0,180.66,130.54,-52.88,17.9,5672.0,160.0,-200.0,4.503,0.044,-0.176,0.965,0.233,-0.093,281.59235,43.177879,15.522,4.8371340065040425,3.2297847803075754,24.98382693529129,0.9821895956993103
1,0,0,0,0,8.83929462,4.929e-05,135.54125,0.00471,0.924,0.018,-0.709,1.719,0.117,316.2,25.8,1.94,0.35,-0.21,778.0,86.5,49.08,-25.22,14.8,5330.0,159.0,-159.0,4.491,0.074,-0.126,0.87,0.157,-0.092,290.98923,50.30806,15.102,4.8354818243429705,3.5941259710331375,25.210976123809814,1.1904553174972534
2,0,1,1,0,0.631795416,1.293e-06,132.53963,0.0017,0.433,0.026,-0.433,1.0703,0.071,145.2,7.9,1.88,0.34,-0.33,2797.0,14547.08,6526.44,-5211.13,24.7,6414.0,70.0,-83.0,4.173,0.143,-0.117,1.519,0.27,-0.27,290.84714,37.864052,14.676,4.794059285455169,2.466027885041599,48.92510813474655,0.4428849220275879
1,0,0,0,0,7.56126152,4.257e-05,135.6368,0.00492,0.253,0.193,-0.253,2.851,0.159,180.6,13.5,1.2,0.34,-0.11,891.0,149.17,118.39,-40.15,15.7,5853.0,146.0,-175.0,4.529,0.048,-0.192,0.895,0.246,-0.082,284.28714,42.35561,14.64,4.828559828282819,3.2960081550528866,24.126836717128754,0.6609740853309631
1,0,0,0,0,34.9897847,0.0003803,144.20912,0.0097,0.034,0.422,-0.034,4.208,0.235,498.5,47.2,1.14,0.07,-0.1,292.0,1.71,0.35,-0.42,11.5,3765.0,75.0,-83.0,4.725,0.049,-0.021,0.521,0.029,-0.047,293.51108,45.136589,15.987,4.735207048781745,2.4487625931415278,18.273374393582344,0.32407933473587036
1,0,0,0,0,7.05429483,4.132e-05,136.18961,0.00519,0.48,0.048,-0.417,1.716,0.171,359.3,39.2,1.0,0.06,-0.09,497.0,14.46,2.98,-3.51,11.2,3765.0,75.0,-83.0,4.725,0.049,-0.021,0.521,0.029,-0.047,293.51108,45.136589,15.987,4.7749220368757115,2.8266032306460875,18.452000439167023,0.4132450819015503
0,0,0,0,0,2.27050106,1.155e-05,133.54216,0.00416,0.473,0.465,-0.262,1.903,0.111,106.7,7.6,0.55,0.03,-0.03,903.0,157.05,38.78,-36.72,15.9,4671.0,139.0,-153.0,4.721,0.048,-0.028,0.528,0.028,-0.034,298.41931,45.071442,14.363,4.825680729798301,2.77063192633189,28.48111417889595,0.8729352951049805
1,0,0,0,0,26.7838935,0.0001582,140.75396,0.00522,0.036,0.442,-0.036,4.584,0.16,365.3,19.4,1.59,0.12,-0.08,523.0,17.69,4.04,-2.71,20.9,5242.0,84.0,-73.0,4.512,0.05,-0.061,0.856,0.063,-0.046,296.55005,49.102322,14.803,4.789673614897546,3.0557709343293857,23.680516809225082,0.7603373527526855
1,0,0,0,0,45.126216,0.0004995,165.42066,0.00907,0.49,0.017,-0.456,6.656,0.266,373.1,25.1,2.32,0.76,-0.25,604.0,31.54,30.18,-9.87,17.1,6499.0,174.0,-232.0,4.378,0.067,-0.202,1.169,0.382,-0.127,297.37509,46.662209,14.689,4.8236885919024335,3.3273452442855818,22.941886633634567,0.9930040240287781
1,0,0,0,0,11.94019101,7.096e-05,136.55603,0.00483,0.348,0.114,-0.348,2.866,0.163,631.7,45.7,1.86,0.24,-0.12,625.0,35.99,16.45,-8.17,15.6,5073.0,168.0,-152.0,4.607,0.024,-0.084,0.748,0.098,-0.049,287.52203,51.375858,15.912,4.825134026889725,3.155467859108365,23.823237240314484,0.7790371775627136
2,0,0,1,1,3.51295674,2.523e-05,133.78198,0.0071,0.499,0.453,-0.274,3.06,0.181,83.1,4.4,1.1,0.34,-0.16,1434.0,999.6,862.47,-346.83,22.5,6453.0,146.0,-194.0,4.326,0.105,-0.195,1.17,0.357,-0.165,295.96283,50.24025,13.51,4.832690205910654,2.208076994596016,29.926316738128662,0.4161478281021118
1,0,0,0,0,48.4313003,0.0003548,141.45612,0.00592,0.846,0.072,-0.594,4.03,0.192,886.4,58.9,2.78,0.1,-0.19,396.0,5.81,0.82,-1.13,17.3,4891.0,78.0,-87.0,4.516,0.067,-0.018,0.805,0.028,-0.056,285.23245,48.806721,15.605,4.71762142609298,1.9357717758339816,18.47154499590397,0.39445698261260986
1,0,0,0,0,7.203855862,5.921e-06,170.285731,0.000652,0.037,0.259,-0.037,2.5418,0.0226,1765.9,19.2,2.25,0.13,-0.17,509.0,15.87,3.28,-3.47,101.1,3834.0,77.0,-84.0,4.708,0.045,-0.021,0.539,0.03,-0.041,292.29459,40.591789,15.264,4.6959634824705505,2.710372141305867,17.707341119647026,0.6172162890434265
1,0,0,0,0,6.73808701,4.473e-05,133.32953,0.0058,0.148,0.321,-0.148,2.591,0.158,92.9,7.5,0.73,0.04,-0.04,786.0,90.19,20.15,-15.35,14.4,5168.0,102.0,-102.0,4.566,0.036,-0.048,0.769,0.049,-0.04,291.62878,41.208599,13.942,4.789721244844552,2.986847996324363,20.85830508172512,0.575568675994873
2,0,0,1,0,7.57571414,6.59e-05,138.2166,0.0101,0.413,0.053,-0.408,2.357,0.335,418.5,49.3,2.45,0.82,-0.28,1075.0,315.8,315.48,-106.18,12.8,6418.0,179.0,-268.0,4.395,0.056,-0.21,1.171,0.396,-0.132,295.0174,40.728001,15.614,4.838795127888719,3.60088378051184,28.473037004470825,1.2749413847923279
2,0,1,1,0,4.76887671,1.934e-05,132.09888,0.00331,0.654,0.027,-0.493,1.672,0.115,115.8,7.3,2.11,0.39,-0.67,1532.0,1303.61,733.42,-759.98,20.0,6063.0,163.0,-163.0,3.926,0.308,-0.103,1.855,0.344,-0.59,294.50977,40.726452,13.388,4.841239247132565,3.391423715567426,44.115639328956604,2.0021023750305176
2,0,1,0,0,1.347512632,1.114e-06,132.127858,0.000724,1.252,5.907,-0.034,1.9817,0.03,2651.8,34.5,23.45,2.46,-2.47,1346.0,775.18,311.13,-236.82,88.7,5316.0,186.0,-186.0,4.585,0.083,-0.053,0.685,0.072,-0.072,298.77756,44.119942,15.894,4.839120990651975,3.6070323228944865,39.2455273270607,2.166929244995117
2,0,0,1,1,0.512581697,8.08e-07,132.80609,0.0013,0.283,0.196,-0.283,1.5789,0.0454,259.1,7.1,1.32,0.28,-0.11,2009.0,3827.79,2451.16,-992.07,45.2,5547.0,149.0,-166.0,4.571,0.034,-0.136,0.82,0.176,-0.07,295.46658,46.012402,15.338,4.835407296529065,2.9660201233108165,26.776174068450928,1.0475910305976868
2,0,0,1,0,12.07760884,8.498e-05,140.46287,0.00562,0.264,0.193,-0.264,2.233,0.198,151.0,13.2,1.03,0.17,-0.14,708.0,59.51,30.99,-19.43,14.0,5370.0,159.0,-143.0,4.471,0.115,-0.127,0.845,0.138,-0.113,288.77112,39.66798,14.166,4.825373748811724,2.4772866837367222,30.955701768398285,0.8523966073989868
0,0,0,0,0,18.55581565,8.276e-05,132.07105,0.00383,0.073,0.368,-0.073,5.372,0.115,565.9,19.5,20.83,3.51,-7.62,1793.0,2442.24,1705.42,-1750.19,33.2,5988.0,335.0,-503.0,2.982,0.273,-0.117,8.841,1.492,-3.232,291.28772,50.909149,13.506,4.790820864345207,2.2035174449837323,72.85692512989044,1.660029411315918
0,0,0,0,0,13.33094869,3.699e-05,133.78632,0.00228,1.199,6.947,-0.324,1.426,0.133,725.6,52.0,25.95,7.54,-3.47,815.0,104.37,88.95,-35.0,17.1,5991.0,161.0,-179.0,4.394,0.105,-0.195,1.039,0.302,-0.139,281.26013,42.40329,14.847,4.8382239848395585,3.3869326325343674,25.249319851398468,1.0529727339744568
2,0,0,0,1,6.38315744,2.353e-05,132.30539,0.00338,0.029,0.426,-0.029,1.7075,0.0773,1112.6,56.1,2.35,0.37,-0.2,787.0,91.0,49.41,-24.99,23.8,5262.0,184.0,-184.0,4.623,0.032,-0.091,0.714,0.114,-0.061,285.57492,49.960892,15.554,4.789493977454168,2.7893369355722157,37.87496566772461,0.9569933414459229
1,0,0,0,0,27.52194772,3.058e-05,189.824523,0.000808,0.35,0.052,-0.35,4.047,0.0415,2312.8,24.1,2.47,0.17,-0.21,314.0,2.28,0.56,-0.53,106.5,3780.0,76.0,-83.0,4.746,0.042,-0.031,0.511,0.036,-0.043,287.85812,42.542629,15.108,4.781296579006137,1.9432750747092855,21.993458598852158,0.28827518224716187
1,0,0,0,0,16.1289679,0.0001552,143.75518,0.00746,0.968,0.046,-0.684,6.271,0.366,389.0,21.1,2.94,0.61,-0.5,715.0,61.87,34.02,-21.74,21.3,5392.0,80.0,-80.0,4.314,0.165,-0.15,1.087,0.227,-0.185,285.27643,39.446911,15.022,4.817596018038328,3.040680345651635,24.487617164850235,0.6619439721107483
1,0,0,0,0,13.5631157,0.0001434,140.65364,0.0078,0.704,0.005,-0.524,5.438,0.23,336.4,25.2,1.75,0.51,-0.17,733.0,68.41,58.24,-19.62,15.4,5853.0,157.0,-192.0,4.529,0.048,-0.192,0.895,0.26,-0.087,297.33945,46.347252,15.785,4.829634138696851,3.3974674934254088,21.289333909749985,0.7924864292144775
1,0,0,0,0,16.2959916,7.703e-05,133.90784,0.00375,0.213,0.244,-0.213,2.116,0.128,369.6,28.0,1.83,0.21,-0.17,678.0,49.81,16.07,-10.93,15.7,5495.0,74.0,-82.0,4.442,0.072,-0.099,0.961,0.115,-0.086,294.47833,46.945862,15.243,4.8181149098191725,2.117694860949575,18.937925457954407,0.5841660499572754
1,0,0,0,0,4.16056658,2.577e-05,132.27418,0.00482,0.069,0.395,-0.069,2.61,0.167,75.8,5.5,0.7,0.14,-0.06,985.0,222.54,133.7,-53.5,16.3,5481.0,147.0,-147.0,4.574,0.032,-0.136,0.815,0.163,-0.065,284.90302,43.95396,13.889,4.756618252173957,2.660435476782751,24.909361258149147,0.3338245153427124
2,0,0,1,0,2.93101771,2.302e-05,131.92959,0.00641,0.523,0.436,-0.315,2.231,0.188,199.1,16.3,1.15,0.17,-0.15,1134.0,390.28,196.17,-127.35,15.0,5485.0,163.0,-163.0,4.5,0.11,-0.11,0.788,0.123,-0.101,283.02725,47.249882,15.484,4.843239198971716,2.9151780945817847,37.26296150684357,1.1937072277069092
1,0,0,0,0,39.79220077,3.007e-05,175.250558,0.000584,0.019,0.336,-0.019,4.466,0.0216,610.4,3.6,1.9,0.08,-0.07,458.0,10.38,1.54,-1.37,179.5,5437.0,73.0,-81.0,4.571,0.02,-0.03,0.781,0.034,-0.031,284.05954,44.518215,9.705,4.641655926098451,2.501805594518599,28.15366540849209,0.9382117986679077
2,0,1,1,1,16.2276756,0.0001344,136.62586,0.0071,0.633,0.317,-0.413,3.699,0.221,525.8,31.9,2.11,0.45,-0.3,648.0,41.57,29.51,-15.04,20.5,5328.0,204.0,-185.0,4.447,0.13,-0.174,0.883,0.188,-0.126,297.18564,46.825298,15.388,4.815115034252995,3.524742864952004,32.913060545921326,1.4976677894592285
2,0,0,1,0,1.595630597,5.088e-06,136.13782,0.00237,1.21,10.8,-0.074,1.793,0.147,259.6,17.5,17.94,3.66,-1.23,1346.0,778.05,492.25,-180.51,18.3,5632.0,169.0,-169.0,4.616,0.032,-0.128,0.729,0.149,-0.05,299.07828,46.78616,15.112,4.8161267339814,3.4730492187813784,30.027273684740067,1.2925851345062256
1,0,0,0,0,14.8200596,0.0001119,133.39933,0.00538,0.059,0.367,-0.059,3.902,0.201,184.9,10.3,0.96,0.06,-0.04,552.0,21.92,4.66,-3.27,21.9,4825.0,96.0,-96.0,4.603,0.018,-0.045,0.732,0.043,-0.029,294.39105,44.762959,14.146,4.71883899348448,1.09188488195075,21.28917469084263,0.13032329082489014
1,0,0,0,0,20.49041,0.0001751,144.41979,0.00763,0.011,0.44,-0.011,4.369,0.17,661.8,33.3,2.34,0.67,-0.22,625.0,36.01,31.47,-10.47,23.3,5681.0,180.0,-200.0,4.524,0.036,-0.204,0.923,0.264,-0.088,296.18829,43.936852,15.93,4.84713823534358,3.2099598967975833,20.52873283624649,0.5839574933052063
2,0,1,1,1,0.962827066,4.891e-06,132.20517,0.00434,1.079,0.258,-0.091,4.48,0.235,86.3,3.7,29.27,3.96,-11.09,3399.0,31471.91,14245.65,-20733.67,28.7,6534.0,198.0,-198.0,3.647,0.344,-0.086,3.028,0.41,-1.147,297.68881,40.643661,13.398,4.759693655806459,3.011350408140057,49.63742735981941,1.3539682626724243
1,0,0,0,0,8.679037,3.976e-05,140.90423,0.00409,0.224,0.234,-0.224,2.864,0.106,301.6,17.3,1.79,0.59,-0.25,949.0,191.84,188.93,-68.41,19.9,6117.0,190.0,-212.0,4.42,0.087,-0.203,1.027,0.334,-0.143,288.77182,42.213219,15.18,4.82158386581722,3.3464301548330595,19.967061564326286,0.8117808699607849
